         12034466 function calls (12015644 primitive calls) in 89.406 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        8    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 weakref.py:54(_cb)
       11    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        3    0.000    0.000    0.000    0.000 zmqshell.py:80(_hooks)
        4    0.000    0.000    0.000    0.000 core.py:280(_extremum_fill_value)
       10    0.000    0.000    0.000    0.000 figure.py:100(__call__)
        1    0.000    0.000    0.000    0.000 _base.py:2457(update_datalim)
        6    0.000    0.000    0.000    0.000 _base.py:3868(get_ybound)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        2    0.000    0.000    0.000    0.000 linalg.py:135(_commonType)
        4    0.000    0.000    0.000    0.000 core.py:215(_get_dtype_of)
        2    0.000    0.000    0.000    0.000 figure.py:1591(<listcomp>)
        4    0.000    0.000    0.000    0.000 axis.py:2239(get_minpos)
        2    0.000    0.000    0.023    0.012 widget_string.py:29(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:1409(inner)
        1    0.000    0.000    0.000    0.000 _base.py:3455(set_xlabel)
        2    0.000    0.000    0.000    0.000 figure.py:1552(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 std.py:1264(close)
        4    0.000    0.000    0.000    0.000 figure.py:463(set_edgecolor)
        2    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        6    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        4    0.000    0.000    0.000    0.000 __init__.py:817(__init__)
        5    0.000    0.000    0.000    0.000 colors.py:1156(vmax)
        2    0.000    0.000    0.000    0.000 transforms.py:945(update_from_data_xy)
        5    0.000    0.000    0.000    0.000 colors.py:1145(vmin)
        6    0.000    0.000    0.000    0.000 colors.py:1173(_changed)
        6    0.000    0.000    0.000    0.000 contextlib.py:514(_push_exit_callback)
        4    0.000    0.000    0.000    0.000 numerictypes.py:435(__getitem__)
        2    0.000    0.000    0.000    0.000 core.py:3123(view)
        2    0.000    0.000    0.000    0.000 figure.py:1928(_set_artist_props)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:700(safe_masked_invalid)
       10    0.000    0.000    0.000    0.000 axis.py:755(get_scale)
        2    0.000    0.000    0.001    0.000 notebook.py:279(close)
        6    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
        2    0.000    0.000    0.000    0.000 formatters.py:952(__call__)
        4    0.000    0.000    0.000    0.000 core.py:282(_scalar_fill_value)
        5    0.000    0.000    0.000    0.000 text.py:1104(set_fontweight)
        6    0.000    0.000    0.000    0.000 figure.py:435(get_facecolor)
        1    0.000    0.000    0.000    0.000 4134594492.py:2(__init__)
        2    0.000    0.000    0.450    0.225 pyplot.py:323(show)
        4    0.000    0.000    0.000    0.000 _base.py:223(__init__)
        1    0.000    0.000    0.008    0.008 widget_box.py:62(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1301(_check_1d)
        2    0.000    0.000    0.001    0.000 pyplot.py:893(close)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        4    0.000    0.000    0.000    0.000 numerictypes.py:230(obj2sctype)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_1d)
        4    0.000    0.000    0.000    0.000 figure.py:155(update)
        4    0.000    0.000    0.000    0.000 axis.py:2501(get_minpos)
        2    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
        2    0.000    0.000    0.000    0.000 transforms.py:2756(_revalidate)
        3    0.000    0.000    0.000    0.000 markers.py:253(__bool__)
        4    0.000    0.000    0.000    0.000 pyplot.py:201(_get_required_interactive_framework)
       33    0.000    0.000    0.000    0.000 {function Config.__contains__ at 0x0000014CBC947520}
        6    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        4    0.000    0.000    0.000    0.000 core.py:200(_recursive_fill_value)
        2    0.000    0.000    0.000    0.000 core.py:666(getdata)
        4    0.000    0.000    0.000    0.000 Image.py:2616(_check_size)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:123(set_active)
        4    0.000    0.000    0.000    0.000 figure.py:231(<lambda>)
        2    0.000    0.000    0.000    0.000 transforms.py:2644(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:786(_request_autoscale_view)
        2    0.000    0.000    0.000    0.000 pretty.py:355(__init__)
        3    0.000    0.000    0.000    0.000 displaypub.py:43(_validate_data)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1718(ravel)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2458(cumsum)
        1    0.000    0.000    0.000    0.000 std.py:583(_decr_instances)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:846(sort)
        4    0.000    0.000    0.000    0.000 cycler.py:165(keys)
       16    0.000    0.000    0.000    0.000 _base.py:1093(get_axes_locator)
        2    0.000    0.000    0.000    0.000 _base.py:1109(_gen_axes_patch)
       12    0.000    0.000    0.000    0.000 traitlets.py:1168(compress)
        8    0.000    0.000    0.000    0.000 figure.py:230(<genexpr>)
        2    0.000    0.000    0.000    0.000 figure.py:1481(sca)
        3    0.000    0.000    0.000    0.000 std.py:228(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:215(_supports_unicode)
        1    0.000    0.000    0.000    0.000 utils.py:222(_is_ascii)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 pretty.py:482(__init__)
      4/2    0.000    0.000    0.000    0.000 transforms.py:2408(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:2857(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:3536(set_xbound)
        1    0.000    0.000    0.000    0.000 _base.py:3803(set_ylabel)
        1    0.000    0.000    0.000    0.000 image.py:942(get_window_extent)
        2    0.000    0.000    0.000    0.000 figure.py:71(_entry_from_axes)
        4    0.000    0.000    0.000    0.000 figure.py:473(set_facecolor)
        9    0.000    0.000    0.000    0.000 _base.py:2539(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:570(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:2135(_sci)
        1    0.000    0.000    0.000    0.000 transforms.py:2741(__init__)
       16    0.000    0.000    0.000    0.000 path.py:245(should_simplify)
        1    0.000    0.000    0.000    0.000 pyplot.py:3024(title)
        1    0.000    0.000    0.000    0.000 _base.py:3884(set_ybound)
        2    0.000    0.000    0.000    0.000 axis.py:1546(set_label_text)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ones_like)
       12    0.000    0.000    0.000    0.000 deprecation.py:400(<genexpr>)
        4    0.000    0.000    0.000    0.000 transforms.py:1476(__array__)
        4    0.000    0.000    0.000    0.000 transforms.py:1581(get_matrix)
        2    0.000    0.000    0.000    0.000 figure.py:78(bubble)
        1    0.000    0.000    0.000    0.000 _base.py:1587(set_aspect)
        2    0.000    0.000    0.000    0.000 axis.py:977(get_inverted)
        4    0.000    0.000    0.000    0.000 re.py:249(compile)
        2    0.000    0.000    0.000    0.000 formatters.py:943(_check_return)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
        5    0.000    0.000    0.000    0.000 _methods.py:54(_any)
        2    0.000    0.000    0.000    0.000 core.py:6566(is_masked)
        6    0.000    0.000    0.000    0.000 __init__.py:619(empty)
       16    0.000    0.000    0.000    0.000 path.py:233(simplify_threshold)
        3    0.000    0.000    0.000    0.000 std.py:112(__enter__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:832(items)
        1    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ravel)
        2    0.000    0.000    0.000    0.000 core.py:7907(asarray)
        1    0.000    0.000    0.000    0.000 _base.py:320(_getdefaults)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 backend_inline.py:226(_fetch_figure_metadata)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
        3    0.000    0.000    0.000    0.000 traitlets.py:2971(validate_elements)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:2071(add)
        2    0.000    0.000    0.000    0.000 pyplot.py:310(draw_if_interactive)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1227(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:201(_is_utf)
        4    0.000    0.000    0.000    0.000 pretty.py:184(group)
        2    0.000    0.000    0.000    0.000 pyplot.py:854(get_fignums)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(inv)
        1    0.000    0.000    0.000    0.000 cycler.py:239(__iter__)
        8    0.000    0.000    0.000    0.000 axis.py:1492(have_units)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        2    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
        1    0.000    0.000    0.000    0.000 transforms.py:1408(contains_branch_seperately)
        2    0.000    0.000    0.000    0.000 transforms.py:1846(frozen)
        2    0.000    0.000    0.000    0.000 pretty.py:232(text)
        4    0.000    0.000    0.000    0.000 core.py:3731(filled)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:1043(write)
        2    0.000    0.000    0.000    0.000 transforms.py:808(null)
        3    0.000    0.000    0.000    0.000 cm.py:537(set_cmap)
        3    0.000    0.000    0.000    0.000 cm.py:575(set_norm)
        4    0.000    0.000    0.000    0.000 figure.py:112(__contains__)
        4    0.000    0.000    0.000    0.000 utils.py:171(__eq__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        2    0.000    0.000    0.000    0.000 pretty.py:313(flush)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:434(__exit__)
       15    0.000    0.000    0.000    0.000 colors.py:1141(vmin)
        1    0.000    0.000    0.000    0.000 std.py:188(__format__)
        6    0.000    0.000    0.000    0.000 contextlib.py:442(_create_exit_wrapper)
        2    0.000    0.000    0.000    0.000 transforms.py:2402(_iter_break_from_left_to_right)
        2    0.000    0.000    0.000    0.000 transforms.py:2780(get_transformed_path_and_affine)
        2    0.000    0.000    0.000    0.000 weakref.py:69(__call__)
        1    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        4    0.000    0.000    0.000    0.000 core.py:3504(mask)
        5    0.000    0.000    0.000    0.000 transforms.py:1030(minposx)
        1    0.000    0.000    0.000    0.000 pyplot.py:3031(xlabel)
        2    0.000    0.000    0.000    0.000 gridspec.py:559(__init__)
        1    0.000    0.000    0.000    0.000 std.py:155(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:136(disable_on_exception)
        2    0.000    0.000    0.000    0.000 decorators.py:41(wrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1389(contains_branch)
        2    0.000    0.000    0.000    0.000 cm.py:613(changed)
        2    0.000    0.000    0.000    0.000 spines.py:536(__init__)
        4    0.000    0.000    0.000    0.000 figure.py:431(get_edgecolor)
        2    0.000    0.000    0.000    0.000 backend_inline.py:250(_is_transparent)
        2    0.000    0.000    0.000    0.000 core.py:294(minimum_fill_value)
        3    0.000    0.000    0.000    0.000 image.py:991(get_extent)
        2    0.000    0.000    0.000    0.000 _base.py:531(<genexpr>)
        2    0.000    0.000    0.000    0.000 gridspec.py:123(set_height_ratios)
        2    0.000    0.000    0.000    0.000 backend_agg.py:316(buffer_rgba)
        3    0.000    0.000    0.000    0.000 utils.py:101(wrapper_setattr)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
       13    0.000    0.000    0.000    0.000 colors.py:1152(vmax)
       10    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 linalg.py:107(_makearray)
       12    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 lines.py:692(_transform_path)
        1    0.000    0.000    0.000    0.000 image.py:275(set_alpha)
        6    0.000    0.000    0.000    0.000 figure.py:2533(set_canvas)
        8    0.000    0.000    0.000    0.000 backend_agg.py:328(option_image_nocomposite)
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        4    0.000    0.000    0.000    0.000 contextlib.py:732(__init__)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(extract)
        1    0.000    0.000    0.000    0.000 pyplot.py:3039(ylabel)
        1    0.000    0.000    0.000    0.000 image.py:762(set_interpolation)
        2    0.000    0.000    0.000    0.000 __init__.py:98(get_projection_class)
        4    0.000    0.000    0.000    0.000 core.py:1812(_check_mask_axis)
        2    0.000    0.000    0.000    0.000 __init__.py:2059(__init__)
        5    0.000    0.000    0.000    0.000 transforms.py:1041(minposy)
        2    0.000    0.000    0.000    0.000 __init__.py:73(get_projection_class)
        2    0.000    0.000    0.000    0.000 std.py:1156(__hash__)
        2    0.000    0.000    0.000    0.000 contextlib.py:452(__init__)
        6    0.000    0.000    0.000    0.000 pretty.py:118(_safe_getattr)
        2    0.000    0.000    0.000    0.000 pretty.py:490(__init__)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:109(__call__)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:268(add)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2156(_get_output_canvas)
        4    0.000    0.000    0.000    0.000 __init__.py:296(blocked)
       10    0.000    0.000    0.000    0.000 scale.py:79(limit_range_for_scale)
        4    0.000    0.000    0.000    0.000 widgets.py:36(__init__)
        1    0.000    0.000    0.000    0.000 notebook.py:78(_repr_json_)
        2    0.000    0.000    0.000    0.000 _methods.py:60(_all)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
        2    0.000    0.000    0.000    0.000 Image.py:595(_ensure_mutable)
        8    0.000    0.000    0.000    0.000 figure.py:2430(get_constrained_layout)
        3    0.000    0.000    0.000    0.000 std.py:115(__exit__)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:93(take)
        2    0.000    0.000    0.000    0.000 _base.py:2170(_deprecate_noninstance)
        4    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)
        2    0.000    0.000    0.000    0.000 figure.py:2325(_repr_html_)
        4    0.000    0.000    0.000    0.000 _base.py:724(get_window_extent)
        8    0.000    0.000    0.000    0.000 axis.py:1426(<dictcomp>)
        1    0.000    0.000    0.000    0.000 std.py:657(get_lock)
        1    0.000    0.000    0.000    0.000 utils.py:105(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.lock_held}
        8    0.000    0.000    0.000    0.000 inspect.py:2684(default)
        4    0.000    0.000    0.000    0.000 pretty.py:512(remove)
        1    0.000    0.000    0.000    0.000 transforms.py:2166(__eq__)
        6    0.000    0.000    0.000    0.000 patches.py:306(get_facecolor)
        2    0.000    0.000    0.000    0.000 image.py:302(changed)
        2    0.000    0.000    0.000    0.000 backend_agg.py:471(buffer_rgba)
        1    0.000    0.000    0.000    0.000 widget.py:573(on_displayed)
        4    0.000    0.000    0.000    0.000 core.py:3230(_scalar_heuristic)
        2    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 pyplot.py:3018(sci)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1753(is_saving)
        6    0.000    0.000    0.000    0.000 figure.py:2408(get_tight_layout)
        1    0.000    0.000    0.000    0.000 _monitor.py:94(report)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argmax)
        2    0.000    0.000    0.000    0.000 linalg.py:193(_assert_stacked_2d)
        2    0.000    0.000    0.000    0.000 linalg.py:199(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 artist.py:978(_set_alpha_for_array)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        1    0.000    0.000    0.000    0.000 _base.py:254(<listcomp>)
        5    0.000    0.000    0.000    0.000 _base.py:1772(get_anchor)
        6    0.000    0.000    0.000    0.000 gridspec.py:75(get_geometry)
        4    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 linalg.py:125(_realType)
        6    0.000    0.000    0.000    0.000 arraysetops.py:364(_intersect1d_dispatcher)
        8    0.000    0.000    0.000    0.000 Image.py:529(size)
        2    0.000    0.000    0.000    0.000 lines.py:707(_get_transformed_path)
        4    0.000    0.000    0.000    0.000 image.py:289(_get_scalar_alpha)
        4    0.000    0.000    0.000    0.000 figure.py:72(<genexpr>)
        2    0.000    0.000    0.000    0.000 figure.py:2890(add_axobserver)
        1    0.000    0.000    0.000    0.000 _base.py:1671(set_adjustable)
        2    0.000    0.000    0.000    0.000 _base.py:3437(set_axis_on)
        1    0.000    0.000    0.000    0.000 widget.py:35(<listcomp>)
        2    0.000    0.000    0.000    0.000 pretty.py:417(_in_deferred_types)
        1    0.000    0.000    0.000    0.000 transforms.py:1726(__eq__)
        4    0.000    0.000    0.000    0.000 image.py:751(get_interpolation)
        6    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 core.py:1540(_shrink_mask)
        1    0.000    0.000    0.000    0.000 cm.py:367(_scale_norm)
        2    0.000    0.000    0.000    0.000 std.py:1152(_comparable)
        2    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(take)
        2    0.000    0.000    0.000    0.000 core.py:3085(<listcomp>)
        2    0.000    0.000    0.000    0.000 _util.py:5(isPath)
        8    0.000    0.000    0.000    0.000 artist.py:1298(mouseover)
        1    0.000    0.000    0.000    0.000 widget.py:197(register_callback)
        1    0.000    0.000    0.000    0.000 std.py:579(<setcomp>)
        6    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        2    0.000    0.000    0.000    0.000 linalg.py:102(get_linalg_error_extobj)
        2    0.000    0.000    0.000    0.000 core.py:345(maximum_fill_value)
        2    0.000    0.000    0.000    0.000 transforms.py:263(__array__)
        2    0.000    0.000    0.000    0.000 lines.py:1379(is_dashed)
        1    0.000    0.000    0.000    0.000 cm.py:602(autoscale_None)
        6    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 core.py:3601(shrink_mask)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:265(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1530(Done)
        1    0.000    0.000    0.000    0.000 image.py:268(get_size)
        2    0.000    0.000    0.000    0.000 __init__.py:1180(is_interactive)
        2    0.000    0.000    0.000    0.000 transforms.py:2796(get_affine)
        1    0.000    0.000    0.000    0.000 _base.py:538(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        4    0.000    0.000    0.000    0.000 contextlib.py:738(__exit__)
        6    0.000    0.000    0.000    0.000 arraysetops.py:636(_isin_dispatcher)
        4    0.000    0.000    0.000    0.000 __init__.py:818(<dictcomp>)
        2    0.000    0.000    0.000    0.000 Image.py:314(preinit)
        4    0.000    0.000    0.000    0.000 artist.py:590(get_url)
        4    0.000    0.000    0.000    0.000 artist.py:1072(get_label)
        1    0.000    0.000    0.000    0.000 image.py:784(set_interpolation_stage)
        1    0.000    0.000    0.000    0.000 _base.py:338(_setdefaults)
        2    0.000    0.000    0.000    0.000 _base.py:611(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:4206(set_navigate)
        6    0.000    0.000    0.000    0.000 multiarray.py:613(min_scalar_type)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:1039(__init__)
        8    0.000    0.000    0.000    0.000 artist.py:418(is_transform_set)
        2    0.000    0.000    0.000    0.000 gridspec.py:101(set_width_ratios)
        1    0.000    0.000    0.000    0.000 utils.py:88(__getattr__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        5    0.000    0.000    0.000    0.000 artist.py:719(get_figure)
        4    0.000    0.000    0.000    0.000 artist.py:1092(get_zorder)
        1    0.000    0.000    0.000    0.000 image.py:808(set_resample)
        1    0.000    0.000    0.000    0.000 image.py:826(set_filternorm)
        4    0.000    0.000    0.000    0.000 image.py:839(get_filternorm)
        2    0.000    0.000    0.000    0.000 _base.py:4222(set_navigate_mode)
        2    0.000    0.000    0.000    0.000 gridspec.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:74(__eq__)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        2    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 backend_bases.py:902(set_clip_rectangle)
        2    0.000    0.000    0.000    0.000 text.py:1171(set_rotation)
        1    0.000    0.000    0.000    0.000 image.py:843(set_filterrad)
        2    0.000    0.000    0.000    0.000 gridspec.py:620(num2)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2454(_cumsum_dispatcher)
        6    0.000    0.000    0.000    0.000 arraysetops.py:515(_in1d_dispatcher)
        2    0.000    0.000    0.000    0.000 core.py:1419(getmaskarray)
        1    0.000    0.000    0.000    0.000 __init__.py:1810(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 lines.py:1002(get_xydata)
        2    0.000    0.000    0.000    0.000 cm.py:482(get_array)
        4    0.000    0.000    0.000    0.000 tight_bbox.py:31(<lambda>)
        4    0.000    0.000    0.000    0.000 patches.py:302(get_edgecolor)
        2    0.000    0.000    0.000    0.000 image.py:822(get_resample)
        1    0.000    0.000    0.000    0.000 utils.py:231(_screen_shape_wrapper)
        2    0.000    0.000    0.000    0.000 artist.py:1033(set_in_layout)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1533(_draw)
        4    0.000    0.000    0.000    0.000 tight_bbox.py:37(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        3    0.000    0.000    0.000    0.000 jsonutil.py:49(encode_images)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1714(_ravel_dispatcher)
        4    0.000    0.000    0.000    0.000 image.py:858(get_filterrad)
        1    0.000    0.000    0.000    0.000 _base.py:776(<dictcomp>)
        1    0.000    0.000    0.000    0.000 std.py:1146(__del__)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 ImageFile.py:70(_tilesort)
        2    0.000    0.000    0.000    0.000 gridspec.py:198(<listcomp>)
        4    0.000    0.000    0.000    0.000 contextlib.py:735(__enter__)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1121(argmax)
        6    0.000    0.000    0.000    0.000 transforms.py:1375(depth)
        2    0.000    0.000    0.000    0.000 _base.py:328(<genexpr>)
        1    0.000    0.000    0.000    0.000 std.py:169(colour)
        1    0.000    0.000    0.000    0.000 utils.py:61(__format__)
        2    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        2    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 _base.py:458(<genexpr>)
        2    0.000    0.000    0.000    0.000 backend_agg.py:336(option_scale_image)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        2    0.000    0.000    0.000    0.000 multiarray.py:80(empty_like)
        2    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        2    0.000    0.000    0.000    0.000 colors.py:1163(clip)
        2    0.000    0.000    0.000    0.000 backend_bases.py:974(set_gid)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2852(set_window_title)
        1    0.000    0.000    0.000    0.000 _base.py:788(<dictcomp>)
        2    0.000    0.000    0.000    0.000 gridspec.py:616(num2)
        2    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 numeric.py:214(_ones_like_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:842(_sort_dispatcher)
        2    0.000    0.000    0.000    0.000 function_base.py:1697(_extract_dispatcher)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 formatters.py:829(_check_return)
        2    0.000    0.000    0.000    0.000 linalg.py:472(_unary_dispatcher)
        2    0.000    0.000    0.000    0.000 backend_bases.py:452(get_image_magnification)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2035(draw)
        1    0.000    0.000    0.000    0.000 _base.py:2595(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 std.py:165(colour)
        2    0.000    0.000    0.000    0.000 contextlib.py:530(__enter__)
        2    0.000    0.000    0.000    0.000 gridspec.py:627(get_gridspec)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:89(_take_dispatcher)
        2    0.000    0.000    0.000    0.000 transforms.py:2158(inverted)
        1    0.000    0.000    0.000    0.000 artist.py:594(set_url)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2819(destroy)
        1    0.000    0.000    0.000    0.000 multiarray.py:498(can_cast)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1117(_argmax_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
